
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 13:33:15 /assets/vendor/quill/quill.js ........................................................ ~ 0.57ms
  2024-10-26 13:33:15 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.78ms
  2024-10-26 13:33:15 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 5.15ms
  2024-10-26 13:33:15 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.53ms
  2024-10-26 13:33:15 /assets/js/main.js ................................................................... ~ 2.72ms
  2024-10-26 13:33:15 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.44ms
  2024-10-26 13:33:17 /ask-for-information/1/edit ........................................................ ~ 510.09ms
  2024-10-26 13:33:17 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 520.29ms
  2024-10-26 13:33:18 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 7.57ms
  2024-10-26 13:33:18 /assets/vendor/boxicons/css/boxicons.min.css ........................................ ~ 16.02ms
  2024-10-26 13:33:18 /assets/vendor/quill/quill.snow.css ................................................. ~ 21.44ms
  2024-10-26 13:33:18 /assets/vendor/remixicon/remixicon.css .............................................. ~ 18.14ms
  2024-10-26 13:33:18 /assets/vendor/quill/quill.bubble.css ............................................... ~ 20.15ms
  2024-10-26 13:33:18 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.46ms
  2024-10-26 13:33:18 /assets/css/style.css ................................................................ ~ 2.54ms
  2024-10-26 13:33:18 /assets/img/au_logo.jpg .............................................................. ~ 0.77ms
  2024-10-26 13:33:18 /assets/img/profile-img.jpg .......................................................... ~ 4.36ms
  2024-10-26 13:33:18 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 8.65ms
  2024-10-26 13:33:18 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 11.82ms
  2024-10-26 13:33:18 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 1.04ms
  2024-10-26 13:33:18 /assets/vendor/echarts/echarts.min.js ................................................ ~ 3.91ms
  2024-10-26 13:33:18 /assets/vendor/quill/quill.js ........................................................ ~ 0.34ms
  2024-10-26 13:33:18 /assets/vendor/simple-datatables/simple-datatables.js .............................. ~ 505.55ms
  2024-10-26 13:33:18 /assets/vendor/php-email-form/validate.js .......................................... ~ 510.88ms
  2024-10-26 13:33:18 /assets/js/main.js ................................................................. ~ 513.58ms
  2024-10-26 13:33:18 /assets/vendor/tinymce/tinymce.min.js .............................................. ~ 515.85ms
  2024-10-26 13:33:18 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.46ms
  2024-10-26 13:33:28 /buy-admission/list ................................................................ ~ 502.95ms
  2024-10-26 13:33:28 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 505.62ms
  2024-10-26 13:33:29 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.58ms
  2024-10-26 13:33:29 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 1.56ms
  2024-10-26 13:33:29 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.03ms
  2024-10-26 13:33:29 /assets/vendor/quill/quill.bubble.css ............................................... ~ 17.66ms
  2024-10-26 13:33:29 /assets/vendor/remixicon/remixicon.css .............................................. ~ 17.64ms
  2024-10-26 13:33:29 /assets/vendor/simple-datatables/style.css .......................................... ~ 19.21ms
  2024-10-26 13:33:29 /assets/css/style.css ............................................................... ~ 10.86ms
  2024-10-26 13:33:29 /assets/img/au_logo.jpg .............................................................. ~ 0.68ms
  2024-10-26 13:33:29 /assets/img/profile-img.jpg .......................................................... ~ 0.45ms
  2024-10-26 13:33:29 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.31ms
  2024-10-26 13:33:29 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.47ms
  2024-10-26 13:33:29 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 2.40ms
  2024-10-26 13:33:29 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.41ms
  2024-10-26 13:33:29 /assets/vendor/quill/quill.js ........................................................ ~ 0.39ms
  2024-10-26 13:33:29 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.57ms
  2024-10-26 13:33:29 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.90ms
  2024-10-26 13:33:29 /assets/vendor/php-email-form/validate.js ............................................ ~ 3.67ms
  2024-10-26 13:33:29 /assets/js/main.js ................................................................... ~ 0.53ms
  2024-10-26 13:33:29 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.54ms
  2024-10-26 13:33:30 /ask-for-information/list ............................................................ ~ 1.36ms
  2024-10-26 13:33:30 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 509.12ms
  2024-10-26 13:33:31 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.88ms
  2024-10-26 13:33:31 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 6.46ms
  2024-10-26 13:33:31 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.95ms
  2024-10-26 13:33:31 /assets/vendor/quill/quill.bubble.css ............................................... ~ 10.87ms
  2024-10-26 13:33:31 /assets/vendor/remixicon/remixicon.css ............................................... ~ 9.80ms
  2024-10-26 13:33:31 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.50ms
  2024-10-26 13:33:31 /assets/css/style.css ................................................................ ~ 2.32ms
  2024-10-26 13:33:31 /assets/img/au_logo.jpg .............................................................. ~ 0.50ms
  2024-10-26 13:33:31 /assets/img/profile-img.jpg .......................................................... ~ 2.57ms
  2024-10-26 13:33:31 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.68ms
  2024-10-26 13:33:31 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 6.96ms
  2024-10-26 13:33:31 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.76ms
  2024-10-26 13:33:31 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.81ms
  2024-10-26 13:33:31 /assets/vendor/quill/quill.js ........................................................ ~ 0.50ms
  2024-10-26 13:33:31 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.53ms
  2024-10-26 13:33:31 /assets/vendor/php-email-form/validate.js ............................................ ~ 4.39ms
  2024-10-26 13:33:31 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 6.20ms
  2024-10-26 13:33:31 /assets/js/main.js ................................................................... ~ 0.56ms
  2024-10-26 13:33:31 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.45ms
  2024-10-26 13:33:53 /buy-admission/list ................................................................ ~ 502.17ms
  2024-10-26 13:33:53 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 505.57ms
  2024-10-26 13:33:53 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.68ms
  2024-10-26 13:33:53 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.77ms
  2024-10-26 13:33:54 /assets/vendor/quill/quill.bubble.css ................................................ ~ 8.87ms
  2024-10-26 13:33:54 /assets/vendor/quill/quill.snow.css ................................................. ~ 14.26ms
  2024-10-26 13:33:54 /assets/vendor/remixicon/remixicon.css .............................................. ~ 15.50ms
  2024-10-26 13:33:54 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.74ms
  2024-10-26 13:33:54 /assets/css/style.css ................................................................ ~ 3.34ms
  2024-10-26 13:33:54 /assets/img/au_logo.jpg .............................................................. ~ 0.55ms
  2024-10-26 13:33:54 /assets/img/profile-img.jpg .......................................................... ~ 3.03ms
  2024-10-26 13:33:54 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 5.24ms
  2024-10-26 13:33:54 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 7.48ms
  2024-10-26 13:33:54 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 7.61ms
  2024-10-26 13:33:54 /assets/vendor/quill/quill.js ........................................................ ~ 2.23ms
  2024-10-26 13:33:54 /assets/vendor/echarts/echarts.min.js ................................................ ~ 9.02ms
  2024-10-26 13:33:54 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 2.37ms
  2024-10-26 13:33:54 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.30ms
  2024-10-26 13:33:54 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.49ms
  2024-10-26 13:33:54 /assets/js/main.js ................................................................... ~ 0.33ms
  2024-10-26 13:33:54 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.41ms
  2024-10-26 13:34:33 /buy-admission/list .................................................................. ~ 1.48ms
  2024-10-26 13:34:33 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 512.37ms
  2024-10-26 13:34:34 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.74ms
  2024-10-26 13:34:34 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.24ms
